time,open,close,low,high,volume,openInterest
09:11:04,,27499.389,27499.389,27499.389,,
09:11:08,,27499.389,27499.389,27499.389,,
09:11:14,,27499.389,27499.389,27499.389,,
09:11:18,,27499.389,27499.389,27499.389,,
09:11:24,,27499.389,27499.389,27499.389,,
09:11:28,,27499.389,27499.389,27499.389,,
09:11:32,,27499.389,27499.389,27499.389,,
09:11:38,,27499.389,27499.389,27499.389,,
09:11:42,,27499.389,27499.389,27499.389,,
09:11:48,,27499.389,27499.389,27499.389,,
09:11:52,,27499.389,27499.389,27499.389,,
09:11:58,,27499.389,27499.389,27499.389,,
09:12:02,,27499.389,27499.389,27499.389,,
09:12:08,,27499.389,27499.389,27499.389,,
09:12:12,,27499.389,27499.389,27499.389,,
09:12:18,,27499.389,27499.389,27499.389,,
09:12:22,,27499.389,27499.389,27499.389,,
09:12:26,,27499.389,27499.389,27499.389,,
09:12:32,,27499.389,27499.389,27499.389,,
09:12:36,,27499.389,27499.389,27499.389,,
09:12:42,,27499.389,27499.389,27499.389,,
09:12:46,,27499.389,27499.389,27499.389,,
09:12:52,,27499.389,27499.389,27499.389,,
09:12:56,,27499.389,27499.389,27499.389,,
09:13:02,,27499.389,27499.389,27499.389,,
09:13:06,,27499.389,27499.389,27499.389,,
09:13:12,,27499.389,27499.389,27499.389,,
09:13:16,,27499.389,27499.389,27499.389,,
09:13:20,,27499.389,27499.389,27499.389,,
09:13:26,,27499.389,27499.389,27499.389,,
09:13:30,,27499.389,27499.389,27499.389,,
09:13:36,,27499.389,27499.389,27499.389,,
09:13:40,,27499.389,27499.389,27499.389,,
09:13:46,,27499.389,27499.389,27499.389,,
09:13:50,,27499.389,27499.389,27499.389,,
09:13:56,,27499.389,27499.389,27499.389,,
09:14:00,,27499.389,27499.389,27499.389,,
09:14:06,,27499.389,27499.389,27499.389,,
09:14:10,,27499.389,27499.389,27499.389,,
09:14:16,,27499.389,27499.389,27499.389,,
09:14:20,,27499.389,27499.389,27499.389,,
09:14:24,,27499.389,27499.389,27499.389,,
09:14:30,,27499.389,27499.389,27499.389,,
09:14:34,,27499.389,27499.389,27499.389,,
09:14:40,,27499.389,27499.389,27499.389,,
09:14:44,,27499.389,27499.389,27499.389,,
09:14:50,,27499.389,27499.389,27499.389,,
09:14:54,,27499.389,27499.389,27499.389,,
09:15:00,,27499.389,27499.389,27499.389,,
09:15:04,,27499.389,27499.389,27499.389,,
09:15:08,,27499.389,27499.389,27499.389,,
09:15:14,,27499.389,27499.389,27499.389,,
09:15:20,,27499.389,27499.389,27499.389,,
09:15:22,,27499.389,27499.389,27499.389,,
09:15:28,,27499.389,27499.389,27499.389,,
09:15:34,,27499.389,27499.389,27499.389,,
09:15:38,,27499.389,27499.389,27499.389,,
09:15:42,,27499.389,27499.389,27499.389,,
09:15:48,,27499.389,27499.389,27499.389,,
09:15:52,,27499.389,27499.389,27499.389,,
09:15:56,,27499.389,27499.389,27499.389,,
09:16:02,,27499.389,27499.389,27499.389,,
09:16:06,,27499.389,27499.389,27499.389,,
09:16:12,,27499.389,27499.389,27499.389,,
09:16:16,,27499.389,27499.389,27499.389,,
09:16:22,,27499.389,27499.389,27499.389,,
09:16:26,,27499.389,27499.389,27499.389,,
09:16:32,,27499.389,27499.389,27499.389,,
09:16:36,,27499.389,27499.389,27499.389,,
09:16:42,,27499.389,27499.389,27499.389,,
09:16:46,,27499.389,27499.389,27499.389,,
09:16:52,,27499.389,27499.389,27499.389,,
09:16:56,,27499.389,27499.389,27499.389,,
09:17:00,,27499.389,27499.389,27499.389,,
09:17:08,,27499.389,27499.389,27499.389,,
09:17:12,,27499.389,27499.389,27499.389,,
09:17:16,,27499.389,27499.389,27499.389,,
09:17:20,,27499.389,27499.389,27499.389,,
09:17:26,,27499.389,27499.389,27499.389,,
09:17:32,,27499.389,27499.389,27499.389,,
09:17:36,,27499.389,27499.389,27499.389,,
09:17:42,,27499.389,27499.389,27499.389,,
09:17:46,,27499.389,27499.389,27499.389,,
09:17:50,,27499.389,27499.389,27499.389,,
09:17:56,,27499.389,27499.389,27499.389,,
09:18:00,,27499.389,27499.389,27499.389,,
09:18:06,,27499.389,27499.389,27499.389,,
09:18:10,,27499.389,27499.389,27499.389,,
09:18:16,,27499.389,27499.389,27499.389,,
09:18:20,,27499.389,27499.389,27499.389,,
09:18:24,,27499.389,27499.389,27499.389,,
09:18:30,,27499.389,27499.389,27499.389,,
09:18:36,,27499.389,27499.389,27499.389,,
09:18:40,,27499.389,27499.389,27499.389,,
09:18:46,,27499.389,27499.389,27499.389,,
09:18:50,,27499.389,27499.389,27499.389,,
09:18:56,,27499.389,27499.389,27499.389,,
09:19:00,,27499.389,27499.389,27499.389,,
09:19:04,,27499.389,27499.389,27499.389,,
09:19:10,,27499.389,27499.389,27499.389,,
09:19:16,,27499.389,27499.389,27499.389,,
09:19:20,,27499.389,27499.389,27499.389,,
09:19:24,,27499.389,27499.389,27499.389,,
09:19:30,,27499.389,27499.389,27499.389,,
09:19:34,,27499.389,27499.389,27499.389,,
09:19:40,,27499.389,27499.389,27499.389,,
09:19:44,,27499.389,27499.389,27499.389,,
09:19:48,,27499.389,27499.389,27499.389,,
09:19:54,,27499.389,27499.389,27499.389,,
09:20:00,,27499.389,27499.389,27499.389,,
09:20:04,,27499.389,27499.389,27499.389,,
09:20:08,,27499.389,27499.389,27499.389,,
09:20:12,,27499.389,27499.389,27499.389,,
09:20:18,,27499.389,27499.389,27499.389,,
09:20:22,,27499.389,27499.389,27499.389,,
09:20:26,,27499.389,27499.389,27499.389,,
09:20:32,,27499.389,27499.389,27499.389,,
09:20:38,,27606.811,27606.811,27606.811,,
09:20:44,,27606.811,27606.811,27606.811,,
09:20:46,,27606.811,27606.811,27606.811,,
09:20:50,,27606.811,27606.811,27606.811,,
09:20:58,,27606.811,27606.811,27606.811,,
09:21:02,,27606.811,27606.811,27606.811,,
09:21:06,,27606.811,27606.811,27606.811,,
09:21:12,,27606.811,27606.811,27606.811,,
09:21:16,,27606.811,27606.811,27606.811,,
09:21:22,,27606.811,27606.811,27606.811,,
09:21:26,,27606.811,27606.811,27606.811,,
09:21:32,,27606.811,27606.811,27606.811,,
09:21:36,,27606.811,27606.811,27606.811,,
09:21:42,,27606.811,27606.811,27606.811,,
09:21:48,,27606.811,27606.811,27606.811,,
09:21:52,,27606.811,27606.811,27606.811,,
09:21:56,,27606.811,27606.811,27606.811,,
09:22:02,,27606.811,27606.811,27606.811,,
09:22:06,,27606.811,27606.811,27606.811,,
09:22:10,,27606.811,27606.811,27606.811,,
09:22:16,,27606.811,27606.811,27606.811,,
09:22:20,,27606.811,27606.811,27606.811,,
09:22:26,,27606.811,27606.811,27606.811,,
09:22:30,,27606.811,27606.811,27606.811,,
09:22:34,,27606.811,27606.811,27606.811,,
09:22:42,,27606.811,27606.811,27606.811,,
09:22:44,,27606.811,27606.811,27606.811,,
09:22:52,,27606.811,27606.811,27606.811,,
09:22:54,,27606.811,27606.811,27606.811,,
09:23:00,,27606.811,27606.811,27606.811,,
09:23:06,,27606.811,27606.811,27606.811,,
09:23:10,,27606.811,27606.811,27606.811,,
09:23:16,,27606.811,27606.811,27606.811,,
09:23:20,,27606.811,27606.811,27606.811,,
09:23:26,,27606.811,27606.811,27606.811,,
09:23:30,,27606.811,27606.811,27606.811,,
09:23:36,,27606.811,27606.811,27606.811,,
09:23:40,,27606.811,27606.811,27606.811,,
09:23:44,,27606.811,27606.811,27606.811,,
09:23:50,,27606.811,27606.811,27606.811,,
09:23:52,,27606.811,27606.811,27606.811,,
09:23:58,,27606.811,27606.811,27606.811,,
09:24:04,,27606.811,27606.811,27606.811,,
09:24:08,,27606.811,27606.811,27606.811,,
09:24:14,,27606.811,27606.811,27606.811,,
09:24:18,,27606.811,27606.811,27606.811,,
09:24:22,,27606.811,27606.811,27606.811,,
09:24:30,,27606.811,27606.811,27606.811,,
09:24:34,,27606.811,27606.811,27606.811,,
09:24:40,,27606.811,27606.811,27606.811,,
09:24:44,,27606.811,27606.811,27606.811,,
09:24:50,,27606.811,27606.811,27606.811,,
09:24:52,,27606.811,27606.811,27606.811,,
09:24:56,,27606.811,27606.811,27606.811,,
09:25:04,,27606.811,27606.811,27606.811,,
09:25:08,,27606.811,27606.811,27606.811,,
09:25:14,,27606.811,27606.811,27606.811,,
09:25:16,,27606.811,27606.811,27606.811,,
09:25:22,,27606.811,27606.811,27606.811,,
09:25:26,,27606.811,27606.811,27606.811,,
09:25:32,,27606.811,27606.811,27606.811,,
09:25:36,,27606.811,27606.811,27606.811,,
09:25:42,,27606.811,27606.811,27606.811,,
09:25:46,,27606.811,27606.811,27606.811,,
09:25:52,,27606.811,27606.811,27606.811,,
09:25:56,,27606.811,27606.811,27606.811,,
09:26:02,,27606.811,27606.811,27606.811,,
09:26:08,,27606.811,27606.811,27606.811,,
